App_Name,Remarks,Sentiment,Score,Date_of_Remark,word_counts,char_counts,avg_wordlength,stopwords_counts
Incredibox,"good stuff if only there was more editing tools and your own syncing. as the app syncs the individual beats on their own giving you a set beat and tone, so the mixing can be at times very limited. i also hope there are more updates and different beat mixes, this app has alot of potential to be amazing. very unique sounds and beats to play around with giving you a variety of mixes also allowing you to record your tracks and post them others to critique is awesome. add more themes!",LABEL_2,0.975993574,9-Mar-21,99,484,3.96969697,48
Incredibox,"just got this app. 1st one i randomly clicked on, messed around, had to give props. keep adding to it, i'd pay for a dlc or something, this app so far, is awesome asf and idea for me is to add another area, where we can mix or match from any version to create and endless possibilities. another would be maybe add like 3-4 verse so we could make full beats easier",LABEL_2,0.974456608,26-Jun-23,82,363,3.56097561,31
Incredibox,"i love music and this game you can make some great music, and the game mechanics are relatively simple to understand. my only problem with this game is there is only 8 packs of different sounds and you can make a lot of different music with those 8 packs however if you play enough it can get a little repetitive, but this game is still amazing. and to the developers of the game please release more packs of sounds, or it also would be cool to mix some of the sounds from other packs.",LABEL_2,0.959204495,6-Jan-23,100,485,3.92,50
Incredibox,"great game, i had a teacher show me incredibox in elementary school and loved it ever since. it's really simple and great way to pass sometime. one thing i would love to see if they make a version where you can combine all the version to make one giant one. i've wanted to combine different ones like little miss and the love.",LABEL_2,0.983962476,30-Mar-24,69,326,3.84057971,25
Incredibox,"in my opinion this is one of the best music games i've ever played. i remember playing it on the family computer and the nostalgia from playing v3. idk of this is just a me thing but when i use bluetooth headphones the audio is desynced and idk why. but one of the things i reaaally hope the developers add is a option to slow or speed up the music, just thinking about listening to them beatbox slowed down would make me very happy i hope the development team sees this and has a great day :)",LABEL_2,0.987396896,22-Aug-23,103,493,3.854368932,51
Incredibox,"the reason i rate this 4 stars is because although the app is great and worked very well, it recently has not been working. when i attempt to open one of the 8 song packs it has, the game just freezes on a black screen, and if i turn off my bluetooth, it lets me play but i cannot here anything and nothing actually works. if anybody knows how to help it would be appricoated.",LABEL_0,0.658201098,9-Dec-22,83,376,3.638554217,42
Incredibox,"the game is really fun and unique. it's a beat-boxing maker where you can make music out of beat-boxing men (aka incredimen). there're many different versions of it which makes it unlimited with the options you have at your disposal. and the incredimen themselves look really good such as the art style. the game has cool mechanics that no other game has had,which is are the following:pausing the incredimen,and making a incredimen sing solo.there are also bonus in each version that play a song",LABEL_2,0.983635724,24-Nov-20,98,496,4.214285714,46
Incredibox,this is genuinely enjoyable. my only really wish is that we maybe get another crewmember to round out the ensemble to eight and get an extra sound in there. as well as maybe a sandbox area with every sound in one room to really mix things up. other than those i hope we keep getting new genres every so often to help keep things fresh. overall incredibly enjoyable experience.,LABEL_2,0.976714492,28-Dec-20,74,376,4.162162162,29
Incredibox,"this is a very creative and fun game, but every time i added something to my mix, something would changs in the song. i made asong a couple of minutes ago, and i posted it kn my mix, it started out where i made the sounds come out gradually, but instead all of them started at one time. i am not sure why this is happening, but it diesnt really taint my vision of the app that much.",LABEL_1,0.458365113,19-Jan-20,87,382,3.505747126,41
Incredibox,"so much fun! it runs smoothly, it sounds good. i cant wait for the next update! just one thing i would want to fix is the bluetooth bug, but even after you get disconnected from your headphones (or speaker) you can connect them right after. overall, a great app. you can make some really good music with this!",LABEL_2,0.977641523,2-Sep-19,69,309,3.652173913,27
Incredibox,"five stars. everything about this- perfect. the music is diverse while still familiar, the bonuses are playful and colorful, and everything about version nine is perfect. i have been playing for many years, and have loved every moment of it. there are minor bugs but they don't even need mentioning here.",LABEL_2,0.976657033,2-May-23,60,304,4.233333333,24
Incredibox,"i dont need to say a whole lot about his game other than it brings the inner beatbox out of me. i love how the other packs arent like a dlc, which i was expecting, but i was glad they werent. of course, the distopia is my favorite because of thr variety yet similarity in all of the different classes. something that would be really cool is if yiu were able to make your own sounds and make your own song, although i assume that could turn very bad very quickly. i love the game and if you will too.",LABEL_2,0.936127245,18-Dec-20,109,499,3.669724771,56
Incredibox,"after about a wek of using this app i can say this is seriously awesome and a lot of fun. i don't have any music or mixing experience but this was very easy to just pick up and start playing with, the characters and visual representations of the different sounds like bass, treble, melody etc made it simple to create and experiment without much trouble. recording and saving your mixes is a great feature as well. overall as somebody who just loves music and fun apps this blends the two perfectly.",LABEL_2,0.987387717,15-Aug-23,99,499,4.131313131,44
Incredibox,"(edit): after the wekiddy update it appears that more functionality has been added. but not full... you can do it buddy a little farther. (old): this is a great game, but one thing this is missing is controller support. there's controller support for menus, but there isn't for anything else. the way it should work (if full controller support is added): select the sound using ""x"" (ps controllers) / ""a"" (xbox & nintendo controllers), then selecting which who plays the sound with ""x"" / ""a"".",LABEL_2,0.431565583,16-Jul-23,117,492,3.555555556,40
Incredibox,this is one of the best apps ever created! i can sit on here for hours and play around with the different sounds. one suggestion. i am not sure if it is possible but if you could create a mode where you could bring in at least two of the different versions and do a mash up. that definitely will expand the incredibox universe and will add replayability for people who have gotten bored of using just one version at a time.,LABEL_2,0.973795652,7-Feb-21,87,423,3.931034483,44
Incredibox,"the music is amazing but i can't share the stuff i record anymore, and it doesn't appear in the live section anymore either after i've recorded it. it keeps saying ""connection failed - sorry, we can't connect to the server for now."" and my data and wifi are working perfectly fine! please fix this!",LABEL_2,0.397720367,26-Jul-23,66,298,3.742424242,25
Incredibox,"i love this game,and i'm going for the 5-star rate because a new update is coming out! making music with this app is amazing and very fluid,and i'm looking forward to what you bring to the table! (edit) i also am very happy with the system of the sharing music,but not very happy about the fact that you can't see things made more than (ex amount) of time ago. and the search thing is kinda helpful,but it's not very useful. still,5 stars.",LABEL_2,0.956517518,8-Jul-23,103,439,3.475728155,46
Incredibox,"i've seen videos of it online and it looks sick, but mine seems to have a problem. it has no sound whatsoever (due to the bluetooth i think) and when i connect to bluetooth, my screen turns black. not sure what's up, but it seems to be happening to a lot of people in the reviews. i hope this bug gets fixed :)",LABEL_0,0.802116275,30-Dec-22,74,310,3.351351351,34
Incredibox,"absolute bops, every single song. worth the price and then some, it's fantastic background music when you want something that won't distract you with lyrics or getting annoying on loop. only downside is that the screen has to stay on to play, which can do a real number on your battery.",LABEL_2,0.430961102,16-May-20,59,286,4,26
Incredibox,"hi yall, this app seems fun but is ruined for me because the ""bonus"" clips refuse to play, only the audio plays while i'm stuck on a black screen. i also can't listen to the app when i'm on another app. if there is a fix, please let me know because i really want to enjoy this app and if there isn't, i feel i may ask for a refund. the problem with the bonuses in question is that it shows a giant grey play button whenever i want to see a bonus, but the audio still work.",LABEL_0,0.69786948,12-Sep-22,113,472,3.336283186,50
Incredibox,"loooove love love this app, what a great foundation for fun and inspiration! good job ?????? i did have an issue during auto play on little miss, though. i went to stop auto play and go back to customize the beats, and every little dude went naked and froze ????????. i certainly don't know why, could have been my phone being a turd, but figured it was worth mentioning.",LABEL_2,0.737904191,10-Apr-21,91,371,3.32967033,29
Incredibox,"perhaps the best app i've ever come across. glad i paid for the full version and i highly recommend you do, too! one recommendation for the devs: please create a drag and drop option to replace existing characters. i find it hard to time replacements with the current two step process",LABEL_2,0.948033571,28-Apr-23,57,284,4.105263158,20
Incredibox,"like the game a lot. definitely a strange sort of game, not in gameplay though. controls are really simple, and it's easy to make good beats: even my three year old brother can play. it's a little expensive for a game but there is a lot more to the game then you might think. you can listen to other people's music as well as make your own and share it. you can even dedicate songs to people. this is probably the best and easiest music game i have played.",LABEL_2,0.981190443,16-Jul-20,102,456,3.607843137,44
Incredibox,just amazing its brought out a creative side inn me i havent felt in years. one of maybe 3 apps i've ever paid for. i wish the option to record was longer. i also wish we could mix and match all the sounds instead of picking from the selection an being limited to those. i'd like to see how i could blend the other elements.,LABEL_2,0.763593137,24-Feb-20,72,324,3.611111111,32
Incredibox,genuinely the best beginner beat maker. the app's simplistic design mixed with it's truly magnificent beats to play around with leads to the perfect mixture of accessibility with quality. the only criticisms that could be levied is their lack of consistency of quality with some of their albums being far and away better then others. as well as the lack of complexity as their is a ceiling to the amount of true creativity that can be put into your mixes. all in all a wonderful app that i love.,LABEL_2,0.965596139,12-Mar-22,96,495,4.239583333,47
Incredibox,"dear, so far so good the reason why i rate this product 3 stars is because of the bonuses. whenever i load into the game and unlock a bonus, it will show a white screen. i'm hoping you all can give me some troubleshooting advice for me. the game in general is great. that is when i see videos of this game. the concept is great and so is the music. but, the bonuses are also an important factor of this product. and i can't see them. so please help me. thank you for your time. sincerely, carter haas",LABEL_2,0.890204012,26-Dec-22,115,500,3.495652174,55
Incredibox,"this is like... the best music app i've ever seen. it's simple to use, dragging and dropping symbols onto the characters. there's 8 unique versions (as of now) and each have their own set of loops and bonuses. the game is very smooth and i highly recommend it to people looking for music apps of this type.",LABEL_2,0.987517297,20-Feb-21,68,306,3.676470588,29
Incredibox,"i have had this app since v1 when i randomly stumbled on it via the internet. now, i occasionally get obsessed with it and unfortunately, today was a day when i wanted to just chill and make some beats, but the app wasn't on my phone! i have a pixel 6 and i guess it hasn't been updated for it yet?!?! i have no clue, but i'm incredibly sad i can't play it anymore. :(",LABEL_0,0.959885478,4-Jun-22,91,368,3.230769231,44
Incredibox,"i enjoy it, as someone who loves beats and wants to make quick music from time to time, it really scratches that hard to reach itch. one suggestion i have though is to make it available for the nintendo switch. and one more request, i really love halloween and would appreciate it if there was a small side holiday version.",LABEL_2,0.974417686,14-Sep-18,66,323,4,27
Incredibox,"great game ??. and may i give a q.o.l update? a reserve feature where you reserve one polos place for another polo at the start of the next loop. i am thinking of this because i always want to change polos at the last second of the loop, but it feels kinda abrupt to the music. so i was thinking that this reserve feature could fix that issue with me. all you'd have to do is drag an icon to a taken polo to take its place on the next loop w/ an icon showing what next polo is being reserved.thx,bye!",LABEL_2,0.446598113,7-Jul-22,112,500,3.571428571,51
Incredibox,"this game was like my forgotten childhood. i only recently played it again, but i remember my band teacher in middle school had us playing this a few years ago. that was a fun assignment. been listening to the playlist you guys have on spotify also, and i must say, the unreleased album is a huge jam, maybe you could add versions for those? if not that's fine, i'll still love your work. keep it up",LABEL_2,0.967878759,4-Nov-21,88,399,3.681818182,39
Incredibox,"the game itself is not a bad. it's a good product. it's just weird that i have to pay 5 bucks for such a small game. and i don't know if it's just my phone, but everytime i click on someonew music clip in the top 3 section, the game just freezes and stops working. if it's happening to everyone else, could you please fix?",LABEL_0,0.754293203,8-Jun-22,78,322,3.307692308,35
Incredibox,"this game is very nice and so many things to do in it, i originally seen this on tiktok and wanted to try. my only issue which isn't really at all is that you should be able to mix the characters from different games so you could have things like the robots and the beat boxers all of the differents of your favorite beats.",LABEL_2,0.883033514,9-Jan-21,68,323,3.823529412,39
Incredibox,"edit: update fixed bug all in all real fun. but having issues with audio stuff. ill use the app then close it out, come back later and have trouble connecting to my bluetooth headphones and turn off bluetooth from my phone. id turn it back on and connect and there will b no sound not even from phone speakers. currently only sollution i found is restart phone then itll work fine until i close out the app again edit: update fixed issue",LABEL_1,0.430817366,8-Jan-22,89,437,4,36
Incredibox,pretty fun game to play and make your own beats only problem is i'm constantly having to wear headphones or put the phone up to my ear because the audio is pretty low even on max volume personally i'd love it if they'd make the audio a bit higher for those who don't have headphones or those who don't want to put their phone all the way up to their ears.,LABEL_2,0.569102645,11-Sep-22,77,355,3.701298701,40
Incredibox,this app is such a creative idea. the design is nice and has a lot to offer. the price is alright since it has no ads. i only have one nitpick. if you use bluetooth headphones then it will sometimes bug out and turn off bluetooth. once i get it working there's a little delay to the audio. this isn't a huge problem since my bluetooth headphones can be wired. however i do prefer to have it bluetooth. i can see it being a problem for people who only have bluetooth though.,LABEL_2,0.793052793,29-Dec-20,103,473,3.708737864,53
Incredibox,"really fun. sound design, bass/added effects, other elements and character design is awesome. only issue or off set for others that can prevent or off put them from buying the game is that there is not as much content as some would expect. otherwise, it's a really, really really fun/cool game-type situation. +employees are really helpful for others as i can see from reviews.",LABEL_2,0.928024888,17-Aug-24,74,377,4.243243243,30
Incredibox,as a big music head this game is absolutely amazing and nothing short of it. the amount of different genres is great and then the amount of different combos you can make in each genre is even better. its also great to be able to play offline which means i can jam out to my own tracks whenever and wherever i want which leads me to another point. the ability to record the track you made and save it for later to listen is also just fantastic but you can also download that track which is astounding,LABEL_2,0.989772975,31-Jul-24,100,499,4.03,51
Incredibox,"i purchased this app to entertain my 4 yr old niece, and figured i'd have fun with it too...total success! and now, after showing my 20 yr old son, he keeps stealing my phone to play. i'd say well worth the $6.99 one time fee! i'm still figuring things out, like trying to get the right combos for special lyrics and, as my dad would have said...the ""neato"" video rewards...but having a lot of fun doing it! very unique interactive music app that is new, fresh and pretty amazing! ????",LABEL_2,0.970784724,15-Apr-24,116,485,3.431034483,39
Incredibox,"absolutely love the app. not a music creater per say but you could spend hours on all the different sounds creating completely different songs. i will say i think there could be more guys to put sounds onto. i also think a freestyle track where you could mix and match sounds from different tracks could be cool, or a track where you can record your own sounds. other than that though it's amazing and can't wait for more tracks and sounds.",LABEL_2,0.984627426,3-Jun-24,89,440,4.04494382,37
Incredibox,"really fun to play around with. love music and this gives you some creative freedom without too many possibilities. this makes it less intimidating to start getting creative with music. i really enjoy it! i just wish you could switch them out without having to drag one out first, so that the switching would go a little faster. everything else? really cool!",LABEL_2,0.987762094,20-May-24,70,358,4.242857143,25
Hitman Sniper,"i stopped playing for a year, i finished all 40 scenarios. i recently installed the app again. no bugs. the killed characters turn into black rug like that have ruffled movement when killed and blown away. very weird. there is more variety in scenarios, and several are difficult. you can choose to pass up the assignments for a fee. what is great about this game is that there are no commercials. you are offered purchase of new weapons. you can play without putting out real money!",LABEL_2,0.712577105,16-Aug-24,98,483,4.06122449,44
Hitman Sniper,"when i first installed this game years ago i rated it 5 ?? but this game has 30 to 40 plus missions and after around the 15 mission it pretty much plays the same. all of the missions are at the same location, there is no change in scenery or venue and the characters are always the same which after a while, in my opinion, makes the game play mundane! i've emailed the developer who seems to not really care about updating the app so at best it becomes a matter of just trying to best your own stats.",LABEL_1,0.428369254,9-Mar-24,107,500,3.757009346,55
Hitman Sniper,"i actually haven't played the game much. i tried it and i thought it was pretty fun, but when i closed the application and put my phone down to do other things, i came back to it and the game would freeze at the main menu every single time i attempted to launch (right after asking to enable notifications.) devs, if you're reading this please fix your game. it looks like it has so much potential!",LABEL_2,0.448498249,28-Feb-22,87,398,3.712643678,38
Hitman Sniper,"it's a great game! having said that, the developer(s) needs to give us new locations to do the hit instead of the same building over, and over again. i also think that there should be a section in the gaming app to explain better how accomplish the mission and what the upgrade powers specifically do. moreover, they need to show where the certain features are at, such as the ""fan and disposal of the body mission"".. they need to give tips and show you how to do it in a tutorial video in the app.",LABEL_2,0.767389119,19-Oct-21,110,498,3.690909091,56
Hitman Sniper,"still an amazing game. i got it years ago and was blown away by the graphics, but seemed very difficult at the time. then it never seemed to get updated. well with the add of zombies. it's back on my play list. love it, play missions for intense action, play zombies to have a blast. hope to see more updates on the future.",LABEL_2,0.979321003,24-Apr-20,74,323,3.527027027,29
Hitman Sniper,"i would love this game if someone didn't put the reload button so close to the trigger button because i am a spaz and when i start shooting and i'm looking elsewhere, my finger moves around. and other games i'm able to reconstruct the size of the buttons and move them to fit my particular weird habits. if you made the controls easier for us to utilize as we need them this would be a 5 star game, in my book!:-)",LABEL_2,0.557685435,21-Feb-21,92,413,3.619565217,42
Hitman Sniper,"initially, this was a pretty great game and i really enjoyed playing it. until it became so mundane and predictable that it's boring. not to say it's easy, because they make the goals quite hard to reach the more you advance. but for me, the goals got so difficult that the chance of actually winning the level was pretty low. i think they are trying to make up for the mundane with challenge, and for me it just doesn't work anymore. try adding a few more houses and ""cities"", rather than one each.",LABEL_0,0.450493991,7-Feb-19,109,499,3.752293578,52
Hitman Sniper,"around 2 to 3 years ago i used to absolutely binge this game as it was amazing and i personally think it's still a great game, it's just a matter of the game even running. 2 years ago i ran one of the worst phones on the market and it was fine, however now i can't even get the home page to pop-up without it failing to load or downright crashing. amazing game but none can even run it.",LABEL_2,0.609264731,19-Jun-22,87,386,3.540229885,34
Hitman Sniper,"this is about as good as mobile gaming gets right now. great graphics, smooth gameplay, punchy sound, and best of all, no ""action points"" needed to play or mandatory ads to suffer through (although voluntarily watching earns modest in-game resources). performance is rewarded and ranked, and the alternating objectives generally offer an appropriate level of challenge. the one big downside is that there are as yet only two in-game environments, the primary sporting no real variation between plays.",LABEL_2,0.731282234,22-Mar-19,92,500,4.619565217,30
Hitman Sniper,"pretty good! gameplay is great, next to no bugs or glitches, and the few i've encountered were just of the video quality.( gameplay appears to be way too heavily blurred during sequences like reloading. enemy ai is superb, definitely living up to the legacy of blood money. my only complaints is the fact that it kinda only has one ""map"" or ""level"". a little variety in scenery would've been great. maybe even take a tour through the some of the locations in previous games would've been really cool.",LABEL_2,0.93788296,5-Jun-23,106,500,3.933962264,41
Hitman Sniper,"this is a well done simple game. the same environment over and over again, but the objectives change each game. the goods: - fun! - great rifles. - fun to earn new rifles and gun traites. - easy to play. the bads: - nothing is free! - a ""free"" rifle will cost you about $20 to upgrade. - earning the top rifles in the game are impossible. impossible! - the game is successful but poorly marketed. - there is a catch to everything. if you buy a gun, it still needs to be upgraded. expensive.",LABEL_2,0.464534461,18-Oct-18,116,490,3.431034483,40
Hitman Sniper,"how the zoom is set up is horrible. if you have an accidental touch or don't hit the fire button correctly, it'll pull you out of the zoom and swing the gun way away from where you were. you play the same locations over and over and over. you can't point the gun at something then zoom right in on it. everytime you hit to look through scope it puts the sights now where near where you were looking. it's fun but scope and limited locations make it annoying.",LABEL_0,0.797596335,10-Oct-23,100,458,3.7,52
Hitman Sniper,"i have played this game since the release and i have never been disappointed! sure maybe the map layout good have a few more options as far as location, scenery, and target objectives regardless i love the fact it still has the same soundtrack, it always consumes me. no matter my opinion the fact remains this game is most certainly at the top of its class and well worth the price",LABEL_2,0.975530803,21-Sep-23,76,382,4.105263158,36
Hitman Sniper,"played it twice. was great. logged in and it asked me to enable notifications. i said no, it wouldn't go away. i said yes. it wouldn't go away. pops up every time i log in and can't get past it. the one time i did some how get past it. i couldn't click anywhere on the screen. so i'm currently unable to play and it kinda sucks. reinstalled also, still happens.",LABEL_0,0.687977195,16-Oct-22,89,361,3.269662921,31
Hitman Sniper,"really fun game. doesn't require you to spend thousands of dollars to be worth playing (i'm looking at you, marvel strike force, you suck!). money that is spent has value, but you can certainly have fun without it. graphics are decent as is the ai and interface. headshots are super satisfying. controls can be a bit finicky at times. wish the s-pen worked for this, but for some reason it won't register.",LABEL_2,0.543330133,19-Jul-19,89,405,3.752808989,35
Hitman Sniper,"well...took a chance on a $1 purchase of a game that hasn't been updated since aug. 2020. but ..do not buy. my experience has been similar as others. i played for a few hours straight. then put it down. came back a few hours later, and totally frozen. won't move past a screen asking for notification permissions. it's only a $1. but i don't have an endless supply of those. update: tried uninstalling and reinstalling...now it won't even install.",LABEL_0,0.907271504,18-May-22,103,447,3.582524272,40
Hitman Sniper,"this game has so much potential. great graphics, smooth controls, and challenging. however, it gets repetitive very quickly. i've probably played 100 missions at the same mansion, killing the same targets, with no apparent way to progress. there are no backstories to the marks. same thing with the zombie level, same area every time. just soooo much potential, but falls short.",LABEL_0,0.519346952,27-Sep-18,76,378,4.184210526,26
Hitman Sniper,"just a top-notch, amazingly well executed game 0 the best fps that i've ever played. the graphics and game play are outstanding. the missions are challenging, realistic, creative, smart, and fun. i've gotten up to chapter 5, sniper rank 16, and i'm still having a blast! i do agree, though, on the need for new environments 0 how about a marina...with some targets on moving boats? targets swimming? i am getting a bit bored with just the one environment.",LABEL_2,0.942507088,3-Apr-19,100,455,3.77,35
Hitman Sniper,"this is a good app for a tribute to hitman games, but that's about it. the advertising of a similar game to the missions from hitman 2 is just not accurate. the missions are shallow and usually consist of one-note ""kill x"" tasks. compared to the wide sandbox of the hitman games, and the sniper minigame of hitman 2, this is seriously underwhelming. those maps feature hundreds of hidden things that almost make it more like a find-it game than a shooter. this seriously falls short.",LABEL_0,0.790559888,15-Nov-20,98,483,4.081632653,41
Hitman Sniper,"used to be a fantastic game. whatever they did in the last update has rendered the game completely unplayable. you can load up the menu, and the in game store. you can make purchases (go figure), but you cannot load up a map to play the game at all, you'll get anywhere between a 50-90% loading then the meter will freeze, shortly after the music will stop, and the game will subsequently crash. happens every single time, there is sadly no way to play even one match.",LABEL_0,0.818898261,31-Jan-22,103,468,3.708737864,44
Hitman Sniper,"totally awesome game. with that said, its lacking in so many areas. i love the progression but the fact that the map never changes it gets boring. the same domino kills (only 2 btw). all of the possible targets never change routine. so after about 2 weeks of playing for me you know every possible way to get a high score. what's really sad is this game came out almost 5 years ago and there is only 6 chapters. all i have to look forward to now is climbing the leaderboard (pay to climb)",LABEL_2,0.430305898,8-Jan-20,107,488,3.691588785,44
Hitman Sniper,"the graphics and details in the game are quite impressive and sleek but there is a bug (i am not aware of the new update and changes in it) but i believe that there is a bug in the armory. when i go into the armory, it runs smoothly for a good minute or two but at times, it freezes up and i have to restart the app. following that issue, the loading screen takes awhile (the ""made with unity"" screen)",LABEL_1,0.416535646,18-Oct-18,92,401,3.510869565,47
Hitman Sniper,"hitman sniper is definitively weak in terms of gameplay, and predatory in it's pricing model. what is present is polished and fun for a short duration, but fades quickly. the main game consists of only a single map, with targets that originate at the same points every level. the challenges are interesting for a little while, but quickly become monotonously simple puzzles due to the fact that the board never changes in any significant fashion.",LABEL_2,0.534543455,8-Feb-19,84,446,4.428571429,34
Hitman Sniper,"ok. to be extremely honest, the game is actually extremely fun. although it's really grindy (which is a style i like) to upgrade weapons and all, it really falls off because of the fact it's all one map. i want to see progression in not only the guns but in the actual mission itself. i want to see something in the background change, i want a new map, new enemies, new abilities so i can always find or discover something new. doing the same thing over and over at a slow rate is not all that fun.",LABEL_2,0.483700126,19-Dec-19,111,498,3.621621622,51
Hitman Sniper,"this game has way too many flaws that i probably can't name all of them, but jesus, for a game you need to buy, it has way too many. for one, it constantly shoves micro transactions down your throat and is super obnoxious at times. another really annoying thing is that it has one map to play on in the main missions. also,the scoping and shooting is really bad because sometimes, when i try to shoot a guard, it automatically focuses on someone else, and i get the alarm activated on me.",LABEL_0,0.971283436,18-Nov-23,106,488,3.745283019,46
Hitman Sniper,"fun enough, but 5 bucks for a mobile game with one pretty small level is absurd. its update brought a new map, but it's shallow in comparison to the original. just shoot waves of zombies outright on a single plane - no verticality, no varying challenge. how in the world did it take them this long since teasing it ages ago to get this out? got it for 2 bucks on sale, still not sure it's worth it. performance is ok, not great. same goes for graphics. ok really sums this app up for me.",LABEL_0,0.533926845,6-Dec-18,110,487,3.572727273,43
Hitman Sniper,"changing review from 5 stars to 1. like many others were saying, it could be a great game, but it only works the very first time you play. after that first time, any attempt to re-enter the game gives a notification prompt, then freezes the game. uninstalling and reinstalling causes even more issues. clearing the cache does nothing. if the devs would fix this, it would be an awesome game, but it seems like they don't care. they don't acknowledge anyone's reviews. good thing it only cost a dollar",LABEL_0,0.61509949,22-May-22,105,500,3.923809524,39
Hitman Sniper,"such a simple, fun game that can easily help you pass the time. however, do not ignore these reviews. like others have explained, it works just fine the first few times you login to play, then you face a frozen load or home screen everytime afterwards. really regret buying the promotional starter bundle since i can't even access the game anymore. square enix, for a company of your caliber, this is very disappointing gaming experience.",LABEL_0,0.692915142,6-Jul-22,87,438,4.183908046,30
Hitman Sniper,"the weapon mechanics are fantastic and figuring out how to complete missions is very fun. it seems silly to only have one map with nearly the exact same paths for all the targets and guards. the newer zombie mode is fun, but also falls prey to the same grindy, game prolonging mechanics that we see in the primary mode. of course, there's no way that any huge updates will be coming to this game but some variety would rocket this app to 5 stars for nearly every reviewer.",LABEL_2,0.814449549,8-Apr-19,96,472,4.010416667,43
Hitman Sniper,"excellent game i highly recommend it to anyone that's a hitman fan. i love the graphics, the sound effects, there is never a dull moment because there is always different kinds of missions. only problem with this game is that i'm always in one spot, the enemies i target are the same characters, the other guns are expensive, there is never a different board, there is no exotic entertainment it's always serious and etc. but other then that the game is awesome?? i might not delete it too soon....",LABEL_2,0.946474671,17-Apr-19,104,498,3.942307692,48
Hitman Sniper,"like a lot of reviews, it's a good game, but it's the same stale level over and over again, allowing you to memorize the sequences. i've downloaded and deleted this game at least 3 times now as it just gets old quick. great game of you need a 2 week change of pace.",LABEL_1,0.348943084,17-Jul-24,62,265,3.435483871,27
Hitman Sniper,"it's another heartless (well made at least) micro transaction pay-to-win, that you can play kinda mindlessly and it's momentarily fun. however the game is broke currently (i've been playing off and on for a couple months), because it freezes on startup. it wants to make you use push notifications (petty marketing to have constant reminders/triggers to go back to the game and hopefully spend more money) for the game except the notification window freezes the game. no thanks. uninstalling.",LABEL_0,0.516487956,16-Mar-22,95,492,4.357894737,34
Hitman Sniper,"fine graphics, good mechanics. easy to pick up. installed and played. closed the game before starting the marcus krug level. reopened the game. the screen was unresponsive. did it 3 more times. still unresponsive. either at the ""get notified"" window or at the main window to start the mission. uninstalled. may try again later.",LABEL_0,0.436246127,23-Feb-22,68,327,4.058823529,20
Hitman Sniper,"this game is pretty cool, in my opinion, until you get to about mission 10. that's when you notice that you've been here before, seen those guys in those spots, and killed that person before. wouldn't be much of a problem if that was every once in awhile and not every time. just max your score out by learning their paths, where the secrets are, and killing and hiding every non-civilian. super easy to do and a viable strategy no matter what mission you're on. is that really what you want to do?",LABEL_2,0.761118829,17-May-20,109,498,3.724770642,56
Hitman Sniper,"like others, opening app for second time breaks it permanently. it was a cool game but the second time i tried to play, the screen would load but couldn't click anything. closed and reopened, force closed and reopened, cleared cache, cleared data, uninstalled and reinstalled. nothing fixes it. the game becomes completely non-functional.",LABEL_0,0.833442271,1-Aug-22,65,338,4.4,16
Hitman Sniper,"this game is amazing. i purchased this game when it was in its early stages. the new themes and the constant updates makes this game one that you always have to come back to daily. i love grinding on this game for new weapons and the missions are so challenging. they can get pretty difficult if you're not in the zone. the stories could be better with continuity but, personally i think they're doing a fine job with this game.",LABEL_2,0.963448346,16-Oct-18,89,428,3.921348315,43
Hitman Sniper,good game and graphics. nice detail. but same scene everytime. needs several different scenarios. reload button is entirely too close to fire button. too easy to hit reload instead of fire. i repeatedly hit reload instead of fire too many times screwing up the game. rifle scopes need a better zoom that actually zooms in enough to get a better shot.,LABEL_0,0.490817398,11-Feb-24,69,350,4.202898551,19
Hitman Sniper,"played 1x and it was great fun. came back the next day and i couldn't even get in to play, the dashboard kept freezing. i restarted the app several times, didn't work. restarted my phone, didn't work. uninstalled and reinstalled, opened it, it got stuck on finishing the install after i opened the game. no thanks, i prefer games that work.",LABEL_0,0.417060822,25-Jan-22,76,340,3.684210526,25
Hitman Sniper,"a truly fabulous fps game. graphics are incredible, and the controls are quite sensitive, meaning you have to have your target well set in your sights. the female voice (supposedly the woman overseeing the operations) lends a james bond type of flavor to all of this. you have a large number of missions, each different in approach. you have to pick the correct weapon for each one. i can still play this game for a few hours at a time. can't beat this one.",LABEL_2,0.949866354,21-Jan-20,97,457,3.855670103,42
Hitman Sniper,"i'm behind the curve when it comes to new consoles, but from my first xbox game purchase of hitman 2 back in 02 through blood $, i will awayssupport all things hitman including when i upgrade systems. this is incredibly good for mobile. i too hope more levels are on the way. with gta on mobile, the first 4 of the hitman series should be doable too. keep it coming guys! loving it!",LABEL_2,0.982025743,25-Jun-20,83,382,3.734939759,35
Hitman Sniper,the game is awesome one of the best sniper games out there the graphics are really good i would give it 5 stars if the game didn't freeze like every once in a while the game would freeze up and i would lose my progress??. and also you should really put in more levels cuz playing on the same level is so frigging annoying. so if you could just fix those two things i'd give you five stars thank you.,LABEL_2,0.601940691,8-Aug-19,87,399,3.67816092,40
